infantil		Alimento infantil lácteo con puré de frutas Dia Fruticampo 100 g
infantil		Alimento infantil mango, coco y avena Hero 100 g
pollo		Alitas de pollo MAHESO, caja 350 g
pollo		Alitas de pollo a la barbacoa LA COCINERA, caja 300 g
pollo		Alitas de pollo asadas Hacendado
pollo		Alitas de pollo barbacoa La Cocinera 300 g
pollo		Alitas de pollo estilo americano 500 g (La Cocinera)
pollo		Alitas de pollo estilo americano LA COCINERA, caja 400 g
pollo		Alitas de pollo estilo americano La Cocinera 400 g.
pollo		Alitas de pollo picantes Carrefour Sensation 750 g.
aceites		Aliño mediterráneo (aceite-vinagre-sal) C. ANDALUZ, pack 5 unid.
barrita		All Peanuts - Barrita de Cacahuete y Chocolate Negro x 10 - 10 x (Prozis)
bebidas	bebida	Allioli CHOVI, frasco 190 ml
bebidas	bebida	Alma de Magno MAGNO, botella 70 cl
mariscos		Almeja del pacífico Dia Mari Marinera 450 g
frutos_secos		Almendra Blanca Bio 100 g Doypack Frutos Secos Ecosana (Drasanvi)
frutos_secos		Almendra Tostada Bio 100 g Doypack Frutos Secos Ecosana (Drasanvi)
frutos_secos		Almendra con piel cruda EROSKI, bolsa 200 g
frutos_secos		Almendra cruda bio EROSKI, bolsa 175 g
frutos_secos		Almendra cruda con piel EROSKI, tarrina 185 g
frutos_secos		Almendra crujiente BORGES, bolsa 150 g
frutos_secos		Almendra frita con sal BORGES, bolsa 80 g
panes		Almendra largeta tostada De Nuestra Tierra doy pack 120 g.
frutos_secos		Almendra molida EROSKI, bolsa 100 g
frutos_secos		Almendra molida VAHINÉ, bolsa 125 g
frutos_secos		Almendra pelada eco VERITAS, bolsa 150 g
frutos_secos		Almendra repelada frita EROSKI, bolsa 200 g
otros		Almendradas EROSKI, paquete 330 g
frutos_secos		Almendras al natural con piel Dia Naturmundo 200 g
frutos_secos		Almendras crudas repeladas EROSKI, tarrina 185 g
frutos_secos		Almendras fritas y saladas BORGES SELECCIÓN, bolsa 250 g
frutos_secos		Almendras fritas y saladas PIZARRO, bolsa 130 g
frutos_secos		Almendras fritas y saladas Selección Borges sin gluten doy pack 160 g.
frutos_secos		Almendras laminadas Borges 200 g.
frutos_secos		Almendras peladas al natural Dia Naturmundo 125 g
frutos_secos		Almendras saladas BORGES, bolsa 160 g
panes		Almendras tostadas MATUTANO, bolsa 128 g
panes		Almendras tostadas con piel Dia Naturmundo 200 g
panes		Almendras tostadas con piel sin sal Dia Naturmundo 200 g
otros		Almidón de tapioca Native Starch (Food Series)
mariscos		Alminuto gulas-gambas al ajillo LA GULA DEL NORTE, sobre 130 g
bebidas	bebida	Almond energy bar (Food Series)
suplementos		Aloe Vera (Prozis)
proteina		Alpha Pre-Entreno Frambuesa Azul (Myprotein)
proteina		Alpha Pre-Entreno Manzana Verde (Myprotein)
proteina		Alpha Pre-Entreno Naranja y Mango (Myprotein)
proteina		Alpha Pre-Entreno Strawberry Laces (Myprotein)
otros		Altramuces Gourmet EL FARO, frasco 250 g
carne_vegetal		Altramuces extra Dia Vegecampo 380 g
legumbres		Alubia Blanca Cocida Extra Ecológica 660 g Ecosana (Drasanvi)
legumbres		Alubia blanca cocida EROSKI BIO, frasco 400 g
legumbres		Alubia blanca cocida LUENGO, frasco 400 g
legumbres		Alubia blanca premium Don Pedro 1 kg.
legumbres		Alubia blanca riñón categoría extra De Nuestra Tierra 1 kg.
legumbres		Alubia blanca riñón cocida IGP Bañeza E. SELEQTIA, frasco 400 g
legumbres		Alubia frijol negro Classic Carrefour 500 g.
legumbres		Alubia negrita LUENGO, paquete 500 g
legumbres		Alubia pinta EROSKI, paquete 1 kg
legumbres		Alubia pocha JA'E, lata 500 g
legumbres		Alubia roja cocida LUENGO, frasco 400 g
legumbres		Alubia tipo granja Classic Carrefour 500 g.
legumbres		Alubias a la vasca LITORAL, lata 430 g
legumbres		Alubias blancas cocidas Dia Vegecampo 400 g
legumbres		Alubias blancas cocidas bajas en sal Dia Vegecampo 400 g
legumbres		Alubias pintas cocidas Dia Vegecampo 400 g
suplementos		Amaranto Grano Bio 500 g Ecosana (Drasanvi)
tuberculos		Amilopectina (almidón de patata) Amylopectin Powder Potato Source (Raw Series)
verduras		Amilopectina 2.0 (almidón de maiz) Amylopectin Corn Source (Raw Series)
frutas		Amino Prime - Limón (Prozis)
frutas		Amino Prime Caffeine Free - Limón (Prozis)
suplementos		Amino Prime Caffeine Free - Neutro (Prozis)
frutas		Amino Recovery - Fusión de frutas (Prozis)
suplementos		Aminoácido ALC (Acetil-L-Carnitina) – Amix™
suplementos		Aminoácido Arginina – Amix™
suplementos		Aminoácidos BCAA 2000 PepForm® – Musclecore™
suplementos		Aminoácidos BCAA 5000 (Polvo Neutro) (Vitobest)
suplementos		Aminoácidos BCAA 5000 (Polvo Sabor) - Cereza (Vitobest)
suplementos		Aminoácidos BCAA 5000 (Polvo Sabor) - Mora (Vitobest)
suplementos		Aminoácidos BCAA Instant Drink - Amix Performance - FRUTAS DEL BOSQUE
suplementos		Aminoácidos BCAA Instant Juice – Amix™ - NARANJA
suplementos		Aminoácidos Beef Extra Amino – Amix™
suplementos		Aminoácidos GABA (Vitobest)
suplementos		Aminoácidos Glutamine 5000 (Polvo) (Vitobest)
bebidas_lata	bebida	Aminoácidos Glutamine+BCAA (Polvo) - Cola (Vitobest)
suplementos		Aminoácidos Glutamine+BCAA (Polvo) - Limón (Vitobest)
suplementos		Aminoácidos HMB 1000 (Polvo) (Vitobest)
suplementos		Aminoácidos L-Arginine 2000 (Vitobest)
suplementos		Aminoácidos L-Carnitine 2000 (Vitobest)
suplementos		Aminoácidos L-Carnitine 2000 - Blue Arctic (Vitobest)
suplementos		Aminoácidos L-Carnitine 3000 (AminoPure®) (Viales) - Fresa (Vitobest)
bebidas_lata	bebida	Aminoácidos L-Carnitine 3000 (Botella) - Cola (Vitobest)
frutas		Aminoácidos L-Carnitine 3000 (Botella) - Naranja (Vitobest)
suplementos		Aminoácidos L-Carnitine 3000 (Viales) - Cola (Vitobest)
suplementos		Aminoácidos L-Carnitine 3000 (Viales) - Fresa (Vitobest)
frutas		Aminoácidos Leu-Core 8:1:1 Arándanos – Amix™
suplementos		Aminoácidos M.A.P. formato masticable – AMIX PRO ® (AMIXPRO)
suplementos		Anabolic Amino with CreaPep – Musclecore™
suplementos		Anabolic Explosion – Amix™
frutos_secos		Anacardo Bio 100 g Doypack Frutos Secos Ecosana (Drasanvi)
frutos_secos		Anacardo crudo EROSKI, tarrina 185 g
frutos_secos		Anacardo frito BORGES SELECCIÓN, bolsa 160 g
frutos_secos		Anacardo frito con miel Sensation Carrefour 125 g.
frutos_secos		Anacardos al natural Dia Naturmundo 200 g
frutos_secos		Anacardos fritos Dia Naturmundo 200 g
frutos_secos		Anacardos fritos EROSKI, bolsa 175 g
frutos_secos		Anacardos fritos EROSKI, tarrina 200 g
frutos_secos		Anacardos tostado sin sal FRIT RAVICH, bolsa 110 g
frutos_secos		Anacardos tostados Original Carrefour sin sal añadida doy pack 200 g.
frutos_secos		Anacardos tostados sin sal añadida Dia Naturmundo 150 g
otros		Anarcado ecológico Paño Naturae sin gluten 110 g.
suplementos		Anatest (Prozis)
pescado		Anchoa del Cantábrico Extra Carrefour 55 g.
pescado		Anchoa en aceite de oliva EROSKI, lata 23 g
pescado		Anchoa en aceite de oliva ORTIZ El Velero, lata 29 g
pescado		Anchoa en aceite de oliva ORTIZ, lata 50 g
pescado		Anchoa en aceite de oliva ligeras en sal Consorcio 26 g.
pescado		Anchoa seleccionada del Cantábrico ROYO, lata 170 g
pescado		Anchoas del Cantábrico en a. de oliva COSTA VASCA, frasco 200 g
pescado		Anchoas en aceite de oliva Consorcio 53 g.
pescado		Anchoas en aceite de oliva ORTIZ, lata 40 g
mariscos		Anilla de pota argentina congelada 450 g
otros		Anillas a la romana EROSKI, bolsa 300 g
mariscos		Anillas de pota Dia Mari Marinera 350 g
mariscos		Anillas de pota EROSKI, bolsa 425 g
otros		Anillos a la romana PESCANOVA, caja 400 g
otros		Anillos a la romana Receta Clásica Pescanova sin gluten 400 g.
bebidas	bebida	Anisette MARIE BRIZARD, botella 70 cl
suplementos		Antiox Care* (Essential Series)
suplementos		Antiox Drink - Amix™ - 24*
alcohol	bebida	Anís dulce Anís de la asturiana 1 L
alcohol	bebida	Anís dulce Del mono 70 cl
alcohol	bebida	Anís dulce EL MONO, botella 70 cl
alcohol	bebida	Anís dulce La Estepa 1 L
alcohol	bebida	Anís seco EL MONO, botella 70 cl
bebidas	bebida	Aperitivo Italian spritz 75 cl
bebidas	bebida	Aperitivo Italiano Alvini 70 cl
bebidas	bebida	Aperitivo anisado RICARD, botella 1 litro
bebidas	bebida	Aperitivo anisado Ricard 1 l.
cafe	bebida	Aperitivo de café Cerol
snacks		Aperitivo de maíz XXL Risketos sin gluten 250 g.
snacks		Aperitivo de maíz sabor queso Gublins Grefusa 124 g.
snacks		Aperitivo frito de maíz Mantex-Mex Jumpers sin gluten 120 g.
snacks		Aperitivo hot&spicy PRINGLES, tubo 165 g
snacks		Aperitivo original PRINGLES, tubo 165 g
snacks		Aperitivo sabor a queso CHEETOS Pandilla, bolsa 75 g
snacks		Aperitivo sabor a queso CHEETOS Pelotazos, bolsa 130 g
snacks		Aperitivo sabor barbacoa PRINGLES, tubo 165 g
snacks		Aperitivo sabor jamón PRINGLES, tubo 165 g
snacks		Aperitivo sabor pizza PRINGLES, tubo 165 g
bebidas	bebida	Aperitivo sin alcohol Vibrante MARTINI, botella 75 cl
snacks		Aperitivo sour cream PRINGLES, tubo 70 g
snacks		Aperitivo sourcream PRINGLES, tubo 165 g
snacks		Aperitivo vegetal gusetos ecológico EcoCesta 60 g.
quesos		Apetina queso blanco dados en salmuera Arla 200 g.
otros		Apio en tiras Classic Carrefour, 250 g.
suplementos		Apoyo articular complex * (Vitaminalia)
suplementos		Appetite Control (Prozis)
bebidas	bebida	Appetite Control - Burn (Prozis)
bebidas_lata	bebida	Aquarius bebida isotónica sabor limón pack de 2 botellas de 1,5 l.
bebidas_lata	bebida	Aquarius de granada açai 330 ml
bebidas_lata	bebida	Aquarius de limón 500 ml
bebidas_lata	bebida	Aquarius de melocotón rojo 1,5 L
bebidas_lata	bebida	Aquarius de naranja 330 ml
bebidas_lata	bebida	Aquarius de naranja zero 330 ml
frutas		Arandanos rojos deshidratados El Mercado tarrina 200 g
suplementos		Arginina alfa-cetoglutarato 1000mg (AAKG) (Essential Series)
otros		Aros a la romana AGUINAMAR, bandeja 210 g
cerdo		Aros de codillo AIRESANO, sobre 210 g
quesos		Aros de queso gouda Preli 350 g
mariscos		Arreglo de marisco pelado
granos		Arreglo para arroz al horno
cerdo		Arreglo para puchero vacuno, cerdo y pollo
granos		Arroz 3 delicias CARRETILLA, bandeja 250 g
granos		Arroz 3 delicias Carretilla sin gluten sin aceite de palma 250 g.
granos		Arroz 3 delicias EROSKI BASIC, bolsa 1 kg
granos		Arroz Basmati Blanco Bio 500 g Ecosana (Drasanvi)
granos		Arroz Basmati Integral Bio 1 Kg Ecosana (Drasanvi)
granos		Arroz D.O.Valencia EROSKI, paquete 1 kg
granos		Arroz J Sendra Extra Carrefour 1 kg.
granos		Arroz Redondo Integral Bio 1 kg Ecosana (Drasanvi)
granos		Arroz a banda Socarraet 280 g
mariscos		Arroz a banda con gambas Carretilla sin gluten sin aceite de palma 250 g.
granos		Arroz basmati para microondas Nomen sin gluten pack de 2 unidades de 200 g.
granos		Arroz blanco VERITAS, paquete 1 kg
granos		Arroz blanco cocido
pollo		Arroz campestre con pollo Hacendado ultracongelado
verduras		Arroz con kale y alcachofas VERLEAL, bolsa 350 g
postres		Arroz con leche Danone pack de 2 unidades de 130 g.
postres		Arroz con leche EROSKI SELEQTIA, tarro de barro 140 g
postres		Arroz con leche EROSKI, pack 4x130 g
postres		Arroz con leche casero MAHALA, pack 4x150 g
preparados		Arroz con pollo Thai Curry Findus 400 g.
pollo		Arroz con pollo Tikka Masala Findus 400 g.
granos		Arroz con verduras EROSKI, bolsa 500 g
granos		Arroz integral Dia Arrozona 1 Kg
granos		Arroz largo EROSKI BASIC, paquete 1 kg
granos		Arroz largo Sos 1 kg.
granos		Arroz largo ecológico Carrefour Bio 1 kg
granos		Arroz largo vaporizado Carrefour Classic 1 kg.
granos		Arroz mediterráneo al vapor FINDUS, bolsa 380 g
granos		Arroz negro EROSKI, bolsa 500 g
mariscos		Arroz negro con calamares Carretilla sin gluten sin aceite de palma 300 g.
granos		Arroz para caldosos Sos 1 kg.
preparados		Arroz para paella Sos 1 kg.
pescado		Arroz para sushi Sundari 500 g.
granos		Arroz redondo BRILLANTE sabroz, paquete 1 kg
granos		Arroz redondo SOS, paquete 1 kg
granos		Arroz redondo Sabroz Brillante 1 Kg
granos		Arroz redondo ecológico Sos 1 kg.
granos		Arroz risotto Dia Selección Mundial 500 g
pescado		Arroz sushi B. DRAGON, paquete 500 g
granos		Arroz thai jasmine Tilda 1 kg.
granos		Arroz tres delicias Dia Al Punto 850 g
mariscos		Arroz tres delicias marisco FINDUS, bolsa 500 g
granos		Arroz vaporizado BRILLANTE, caja 1 kg
suplementos		ArtiFlex Vitobest
suplementos		Articulaciones ArtiFlex Forte (Vitobest)
suplementos		Articulaciones FlexBone Forte (Vitobest)
suplementos		Articulaciones Glucosamine, Chondroitin & MSM (Vitobest)
suplementos		Articulaciones Hyaluronic Acid (Vitobest)
suplementos		Articulaciones TendoFlex Forte (Vitobest)
otros		Artinata ARTIACH, paquete 210 g
frutas		Arándano rojo EROSKI, bolsa 200 g
frutas		Arándanos Congelados de Navarra 300 g.
zumo	bebida	Arándanos Rojos Zumo Manzana Bio 100 g Doypack Frutos Secos Ecosana (Drasanvi)
frutas		Arándanos rojos EROSKI, tarrina 150 g
frutas		Arándanos rojos deshidratados Dia Naturmundo 150 g
suplementos		Ascorbato de calcio (500mg vitamina C) (Essential Series)
suplementos		Ascorbato de calcio (vitamina C) en polvo (Raw Series)
suplementos		Ascorbato de sodio (500mg vitamina C) (Essential Series)
suplementos		Ascorbato de sodio (vitamina C) en polvo (Raw Series)
suplementos		Ashwagandha + magnesio complex Magnesium (Essential Series)
suplementos		Ashwagandha 750mg (Vitaminalia)
suplementos		Ashwagandha KSM-66 60 gominolas sabor cereza Drasanvi
suplementos		Astaxantina 8mg (Essential Series)
pescado		Atún al natural
pescado		Atún bi-línea en aceite de oliva virgen extra ecológico (Calvo)
pescado		Atún claro Ligero en aceite de girasol (Calvo)
pescado		Atún claro Ligero en aceite de oliva (Calvo)
pescado		Atún claro Ligero en aceite de oliva virgen extra (Calvo)
pescado		Atún claro Protein+ COSTA VASCA, frasco 185 g
pescado		Atún claro Supernatural (Calvo)
pescado		Atún claro al natural ALBO, pack 3x46 g
pescado		Atún claro al natural Classic Carrefour pack de 6 latas de 56 g.
pescado		Atún claro al natural ZALLO, frasco 155 g
pescado		Atún claro al natural bajo en sal CALVO, pack 3x56 g
pescado		Atún claro en aceite de girasol (Calvo)
pescado		Atún claro en aceite de girasol Albo 3 x 48 g
pescado		Atún claro en aceite de girasol Classic Carrefour pack de 3 latas de 104 g.
pescado		Atún claro en aceite de oliva Dia Mari Marinera 6 x 60 g
pescado		Atún claro en aceite de oliva EROSKI, frasco 185 g
pescado		Atún claro en aceite de oliva EROSKI, lata 111 g
pescado		Atún claro en aceite de oliva Extra Carrefour 140 g.
pescado		Atún claro en aceite de oliva La Española (Calvo)
pescado		Atún claro en aceite de oliva bajo en sal (Calvo)
pescado		Atún claro en aceite de oliva virgen extra La Española (Calvo)
pescado		Atún claro en escabeche (Calvo)
pescado		Atún claro en escabeche ALBO, pack 3x92 g
pescado		Atún claro en escabeche CALVO, pack 3x80 g
pescado		Atún claro en escabeche CAMPOS, lata 160 g
pescado		Atún claro en escabeche CAMPOS, pack 3x80 g
pescado		Atún claro en escabeche EROSKI, pack 3x80 g
pescado		Atún claro en salsa de aguacate CALVO, pack 3x70 g
pescado		Atún claro en salsa de salpicón CALVO, pack 3x70 g
pescado		Atún claro natural +PRO CALVO, pack 3x65 g
pescado		Atún claro sin aceite al natural Calvo pack de 3 latas de 56 g.
pescado		Atún de Almadraba en aceite de oliva Tejero 3 x 52 g
pescado		Atún en aceite de girasol (Calvo)
pescado		Atún en aceite de girasol Dia Mari Marinera 260 g
pescado		Atún en aceite de girasol pescado a caña en las Islas Canarias (Calvo)
pescado		Atún en aceite de oliva (Calvo)
pescado		Atún en aceite de oliva Classic Carrefour lata 650 g.
pescado		Atún en aceite vegetal ISABEL, lata 800 g
pescado		Atún en escabeche (Calvo)
pescado		Atún en escabeche EROSKI, lata 900 g
pescado		Atún salvaje en AOVE (Pesasur)
instantanea		Avecrem 100% Natural Pollo: Caldo de Corral (Gallina Blanca)
otros		Avecrem Gallina Blanca 8 unidades
instantanea		Avecrem Pescado: Pastillas de Caldo y Fumet (Gallina Blanca)
instantanea		Avecrem Sabor Carne: Pastillas de Caldo (Gallina Blanca)
especias		Avecrem Sazonador Ajo y Perejil: Condimento (Gallina Blanca)
especias		Avecrem Sazonador Pollo: Bote Dosificador (Gallina Blanca)
frutos_secos		Avellana cruda bio EROSKI, bolsa 175 g
panes		Avellana tostada km 0 FRIT RAVICH, bolsa 130 g
frutos_secos		Avellanas crudas EROSKI, tarrina 150 g
panes		Avellanas tostadas EROSKI, tarrina 150 g
panes		Avellanas tostadas sin sal añadida Dia Naturmundo 200 g
cereales		Avena
cereales		Avena Grano Bio 500 g Ecosana (Drasanvi)
cereales		Avena Instantánea sin Gluten - Chocolate Avena Integral Instantánea en Polvo (Prozis)
cereales		Avena Instantánea sin Gluten - Galleta Avena Integral Instantánea en Polvo (Prozis)
cereales		Avena Instantánea sin Gluten - Galleta Avena integral instantánea y Proteína de suero de leche (Prozis)
cereales		Avena Instantánea sin Gluten - Neutro Avena Integral Instantánea en Polvo (Prozis)
cereales		Avena Instantánea sin Gluten - NutChoc Avena Integral Instantánea en Polvo (Prozis)
leche	bebida	Avena Instantánea sin Gluten - Vainilla Avena integral instantánea y Proteína de suero de leche (Prozis)
cereales		Avena Integral Instantánea - Chocolate Avena Instantánea en Polvo sin Gluten (Prozis)
cereales		Avena Integral Instantánea - Chocolate Avena integral instantánea y Proteína de suero de leche (Prozis)
cereales		Avena Integral Instantánea - Neutro Avena Integral Instantánea en Polvo (Prozis)
cereales		Avena Integral Instantánea - Neutro Avena instantánea en polvo (Prozis)
cereales		Avena Integral Instantánea - NutChoc Avena Integral Instantánea en Polvo (Prozis)
cereales		Avena Integral Instantánea - NutChoc Avena instantánea en polvo (Prozis)
leche	bebida	Avena Integral Instantánea - Vainilla Avena integral instantánea y Proteína de suero de leche (Prozis)
bebidas	bebida	Avena líquida para cocinar Bio OATLY, brik 250 ml
bebidas	bebida	Avenacao cacao con copos de avena COLA CAO, bote 300 g
suplementos		Ayuda aumentar la testosterona (Vitobest)
suplementos		Azuki Bio 500 g Ecosana (Drasanvi)
panaderia		Azúcar Caña Integral Demerara Bio 1 Kg Ecosana (Drasanvi)
panaderia		Azúcar Caña Integral Panela Bio 1 kg Ecosana (Drasanvi)
panaderia		Azúcar Caña Integral Panela Bio 750 g Ecosana (Drasanvi)
panaderia		Azúcar INTERMON, paquete 500 g
panaderia		Azúcar avainillado EROSKI, caja 48 g
dulces		Azúcar blanco Dia 1 Kg
dulces		Azúcar blanco de caña en sticks Classic´ Carrefour 300 g.
panaderia		Azúcar de Abedul 300 g Doypack Superalimentos Drasanvi
frutas		Azúcar de Coco Bio 300 g Doypack Superalimentos Drasanvi
dulces		Azúcar de caña INTERMON OXFAM, 60 sobres, caja 300 g
frutas		Azúcar de coco bio INTERMON OXFAM, doypack 250 g
panaderia		Azúcar ecológico AZUCARERA, brik 750 g
panaderia		Azúcar ecológico de caña VERITAS, paquete 500 g
panaderia		Azúcar glacé Dia 300 g
panaderia		Azúcar glasé Classic Carrefour 300 g.
dulces		Azúcar moreno de caña D. RADISSON, paquete 500 g
dulces		Azúcar moreno de caña integral Dia 1 Kg
dulces		Azúcar moreno en sobres Dia 300 g
suplementos		Açai Bio 70 g Doypack Superalimentos Drasanvi
suplementos		B COMPLEX (Be Essential®)
suplementos		B Complex (Prozis)
